kanji,on_readings,kun_readings,meanings,jlpt_level,on_count,kun_count,meaning_count
駿,シュン スン スグ.レ,,"a good horse, speed, a fast person",N1,3,0,3
漬,シ,つ.ける つ.かる -づ.け -づけ,"pickling, soak, moisten, steep",N1,1,4,4
糾,キュウ,ただ.す,"twist, ask, investigate, verify",N1,1,1,4
亮,リョウ アキラ,,"clear, help",N1,2,0,2
墳,フン,,"tomb, mound",N1,1,0,2
坪,ヘイ,つぼ,"two-mat area, ~36 sq ft",N1,1,1,2
紺,コン,,"dark blue, navy",N1,1,0,2
娯,ゴ,,"recreation, pleasure",N1,1,0,2
椿,チン チュン ツバ,,camellia,N1,3,0,1
舌,ゼツ,した,"tongue, reed, clapper",N1,1,1,3
羅,ラ,,"gauze, thin silk, Rome",N1,1,0,3
峡,キョウ コウ ハザ,,"gorge, ravine",N1,3,0,2
俸,ホウ,,"stipend, salary",N1,1,0,2
厘,リン,,"rin, 1, 10sen, 1, 10bu",N1,1,0,5
峰,ホウ,みね,"summit, peak",N1,1,1,2
圭,ケイ,,"square jewel, corner, angle, edge",N1,1,0,4
醸,ジョウ,かも.す,"brew, cause",N1,1,1,2
蓮,レン,はす はちす,lotus,N1,1,2,1
弔,チョウ,とむら.う とぶら.う,"condolences, mourning, funeral",N1,1,2,3
乙,オツ イツ,おと- きのと,"the latter, duplicate, strange, witty",N1,2,2,4
汁,ジュウ,しる -しる つゆ,"soup, juice, broth, sap, gravy, pus",N1,1,3,6
尼,ニ,あま,nun,N1,1,1,1
遍,ヘン,あまね.く,"everywhere, times, widely, generally",N1,1,1,4
衡,コ,,"equilibrium, measuring rod, scale",N1,1,0,3
薫,クン カオ.,,"send forth fragrance, fragrant, be scented, smoke (tobacco)",N1,2,0,4
猟,リョウ レフ,かり か.る,"game-hunting, shooting, game, bag",N1,2,2,4
羊,ヨウ ヒツ,,sheep,N1,2,0,1
款,カ,,"goodwill, article, section, friendship, collusion",N1,1,0,5
閲,エツ,けみ.する,"review, inspection, revision",N1,1,1,3
偵,テイ,,spy,N1,1,0,1
喝,カツ,,"hoarse, scold",N1,1,0,2
敢,カン,あ.えて あ.えない あ.えず,"daring, sad, tragic, pitiful, frail, feeble",N1,1,3,6
胎,タイ,,"womb, uterus",N1,1,0,2
酵,コウ,,fermentation,N1,1,0,1
憤,フン,いきどお.る,"aroused, resent, be indignant, anger",N1,1,1,4
豚,トン,ぶた,"pork, pig",N1,1,1,2
遮,シャ,さえぎ.る,"intercept, interrupt, obstruct",N1,1,1,3
扉,ヒ,とびら,"front door, title page, front page",N1,1,1,3
硫,リュウ,,sulphur,N1,1,0,1
赦,シャ,,"pardon, forgiveness",N1,1,0,2
窃,セツ,ぬす.む ひそ.か,"stealth, steal, secret, private, hushed",N1,1,2,5
泡,ホウ,あわ,"bubbles, foam, suds, froth",N1,1,1,4
瑞,ズイ スイ シル,みず-,congratulations,N1,3,1,1
又,ユウ,また また- また.の,"or again, furthermore, on the other hand",N1,1,3,3
慨,ガイ,,"rue, be sad, sigh, lament",N1,1,0,4
紡,ボウ,つむ.ぐ,spinning,N1,1,1,1
恨,コン,うら.む うら.めしい,"regret, bear a grudge, resentment, malice, hatred",N1,1,2,5
肪,ボウ,,"obese, fat",N1,1,0,2
扶,フ,たす.ける,"aid, help, assist",N1,1,1,3
戯,ギ ゲ,たわむ.れる ざ.れる じゃ.れる,"frolic, play, sport",N1,2,3,3
伍,ゴ イツ,,"5, 5-man squad, file, line",N1,2,0,4
忌,キ イ.マワシ,い.む い.み,"mourning, abhor, detestable, death anniversary",N1,2,2,4
濁,ダク ジョク ニゴ.,にご.る,"voiced, uncleanness, wrong, nigori, impurity",N1,3,1,5
奔,ホン,,"bustle, run",N1,1,0,2
斗,ト ト,,"Big Dipper, 10 sho (vol), sake dipper",N1,2,0,3
蘭,ラン,,"orchid, Holland",N1,1,0,2
迅,ジン,,"swift, fast",N1,1,0,2
肖,ショウ,あやか.る,resemblance,N1,1,1,1
鉢,ハチ ハツ,,"bowl, rice tub, pot, crown",N1,2,0,4
朽,キュウ ク.チ,,"decay, rot, remain in seclusion",N1,2,0,3
殻,カク コク バイ,から がら,"husk, nut shell",N1,3,2,2
享,キョウ コウ ウ.ケ,,"receive, undergo, answer (phone), take, get, catch",N1,3,0,6
秦,シン ハ,,"Manchu dynasty, name given to naturalized foreigners",N1,2,0,2
茅,ボウ ミョウ チガ,かや,miscanthus reed,N1,3,1,1
藩,ハン,,"clan, enclosure",N1,1,0,2
沙,サ シャ,すな よなげる,sand,N1,2,2,1
輔,ホ フ タス.ケ,,help,N1,3,0,1
媒,バイ,,"mediator, go-between",N1,1,0,2
鶏,ケイ,にわとり とり,chicken,N1,1,2,1
禅,ゼン セン,しずか ゆず.る,"Zen, silent meditation",N1,2,2,2
嘱,ショク,しょく.する たの.む,"entrust, request, send a message",N1,1,2,3
胴,ドウ,,"trunk, torso, hull (ship), hub of wheel",N1,1,0,4
迭,テツ,,"transfer, alternation",N1,1,0,2
挿,ソウ,さ.す はさ.む,"insert, put in, graft, wear (sword)",N1,1,2,4
嵐,ラン アラ,,"storm, tempest",N1,2,0,2
椎,ツイ スイ ウ.,つち,"oak, mallet",N1,3,1,2
絹,ケン,きぬ,silk,N1,1,1,1
陪,バイ,,"obeisance, follow, accompany, attend on",N1,1,0,4
剖,ボウ,,divide,N1,1,0,1
譜,フ,,"musical score, music, note, staff, table, genealogy",N1,1,0,6
郁,イ,,"cultural progress, perfume",N1,1,0,2
悠,ユ,,"permanence, distant, long time, leisure",N1,1,0,4
淑,シュク シト.ヤ,,"graceful, gentle, pure",N1,2,0,3
帆,ハン,ほ,sail,N1,1,1,1
暁,ギョウ キョウ サト.,あかつき,"daybreak, dawn, in the event",N1,3,1,3
傑,ケ,,"greatness, excellence",N1,1,0,2
楠,ナン ダン ゼン ネン クスノ,くす,camphor tree,N1,5,1,1
笛,テキ フ,,"flute, clarinet, pipe, whistle, bagpipe, piccolo",N1,2,0,6
玲,レ,,sound of jewels,N1,1,0,1
奴,ド ヤッ,やつ,"guy, slave, manservant, fellow",N1,2,1,4
錠,ジョウ,,"lock, fetters, shackles",N1,1,0,3
拳,ケン ゲン,こぶし,fist,N1,2,1,1
翔,ショウ ト.,かけ.る,"soar, fly",N1,2,1,2
遷,セン,うつ.る うつ.す みやこがえ,"transition, move, change",N1,1,3,3
拙,セツ,つたな.い,"bungling, clumsy, unskillful",N1,1,1,3
侍,ジ シ ハベ.,さむらい,"waiter, samurai, wait upon, serve",N1,3,1,4
尺,シャ,,"shaku, Japanese foot, measure, scale, rule",N1,1,0,5
峠,,とうげ,"mountain peak, mountain pass, climax, crest, (kokuji)",N1,0,1,5
篤,トク,あつ.い,"fervent, kind, cordial, serious, deliberate",N1,1,1,5
肇,チョウ ジョウ トウ ハジ,はじ.める,beginning,N1,4,1,1
渇,カツ,かわ.く,"thirst, dry up, parch",N1,1,1,3
叔,シュ,,"uncle, youth",N1,1,0,2
雌,シ,め- めす めん,"feminine, female",N1,1,3,2
亨,コウ キョウ ホウ タテマツ.,,"undergo, answer (phone), take, get, catch",N1,4,0,5
堪,カン タン,た.える たま.る こ.らえる こた.える,"withstand, endure, support, resist",N1,2,4,4
叙,ジョ,つい.ず ついで,"confer, relate, narrate, describe",N1,1,2,4
酢,サク,す,"vinegar, sour, acid, tart",N1,1,1,4
吟,ギン,,"versify, singing, recital",N1,1,0,3
逓,テイ,かわ.る たがいに,"relay, in turn, sending",N1,1,2,3
嶺,レイ リョ,,"peak, summit",N1,2,0,2
甚,ジン ハナハ.ダシ,はなは.だ,"tremendously, very, great, exceedingly",N1,2,1,4
喬,キョウ タカ.,,"high, boasting",N1,2,0,2
崇,スウ アガ.メ,,"adore, respect, revere, worship",N1,2,0,4
漆,シツ ウル,,"lacquer, varnish, seven",N1,2,0,3
岬,コウ ミサ,,"headland, cape, spit, promontory",N1,2,0,4
癖,ヘキ,くせ くせ.に,"mannerism, habit, vice, trait, fault, kink",N1,1,2,6
愉,ユ タノ.シ,たの.しい,"pleasure, happy, rejoice",N1,2,1,3
寅,イン ト,,"sign of the tiger, 3-5AM, third sign of Chinese zodiac",N1,2,0,3
礁,ショウ,,"reef, sunken rock",N1,1,0,2
乃,ナイ ダイ ノ アイ ナン,の すなわ.ち,"from, possessive particle, whereupon, accordingly",N1,5,2,4
洲,シュウ ス,しま,"continent, sandbar, island, country",N1,2,1,4
屯,トン,,"barracks, police station, camp",N1,1,0,3
樺,カ カン,かば,birch,N1,2,1,1
槙,テン シン,まき こずえ,"twig, ornamental evergreen",N1,2,2,2
姻,イン,,"matrimony, marry",N1,1,0,2
巌,ガン ケワ.シ,いわ いわお,"rock, crag, boulder",N1,2,2,3
擬,ギ,まが.い もど.き,"mimic, aim (a gun) at, nominate, imitate",N1,1,2,4
塀,ヘイ ベイ,,"fence, wall, (kokuji)",N1,2,0,3
唇,シン,くちびる,lips,N1,1,1,1
睦,ボク モク ムツ.,むつ.まじい むつ.む,"intimate, friendly, harmonious",N1,3,2,3
閑,カ,,leisure,N1,1,0,1
胡,ウ コ ゴ ナン,,"barbarian, foreign",N1,4,0,2
幽,ユウ,,"seclude, confine to a room",N1,1,0,2
峻,シュン タカ.,けわ.しい,"high, steep",N1,2,1,2
曹,ソウ ゾウ,つかさ ともがら へや,"cadet, friend",N1,2,3,2
詠,エイ ウタ.,よ.む,"recitation, poem, song, composing",N1,2,1,4
卑,ヒ,いや.しい いや.しむ いや.しめる,"lowly, base, vile, vulgar",N1,1,3,4
侮,ブ,あなど.る あなず.る,"scorn, despise, make light of, contempt",N1,1,2,4
鋳,チュウ イ シュ シュウ,い.る,"casting, mint",N1,4,1,2
抹,マツ,,"rub, paint, erase",N1,1,0,3
尉,イ ジョウ,,"military officer, jailer, old man, rank",N1,2,0,4
槻,キ,つき,Zelkova tree,N1,1,1,1
隷,レイ,したが.う しもべ,"slave, servant, prisoner, criminal, follower",N1,1,2,5
禍,カ,わざわい,"calamity, misfortune, evil, curse",N1,1,1,4
蝶,チョウ,,butterfly,N1,1,0,1
酪,ラク,,"dairy products, whey, broth, fruit juice",N1,1,0,4
茎,ケイ キョウ,くき,"stalk, stem",N1,2,1,2
帥,スイ,,"commander, leading troops, governor",N1,1,0,3
逝,セイ,ゆ.く,"departed, die",N1,1,1,2
汽,キ,,"vapor, steam",N1,1,0,2
琢,タク ミガ.,,polish,N1,2,0,1
匿,トク,かくま.う,"hide, shelter, shield",N1,1,1,3
襟,キン,えり,"collar, neck, lapel",N1,1,1,3
蛍,ケイ,ほたる,"lightning-bug, firefly",N1,1,1,2
蕉,ショウ,,banana,N1,1,0,1
寡,カ,,"widow, minority, few",N1,1,0,3
琉,リュウ ル,,lapis lazuli,N1,2,0,1
痢,リ,,diarrhea,N1,1,0,1
庸,ヨ,,"commonplace, ordinary, employment",N1,1,0,3
朋,ホウ,とも,"companion, friend",N1,1,1,2
坑,コウ,,"pit, hole",N1,1,0,2
藍,ラン,あい,indigo,N1,1,1,1
賊,ゾク,,"burglar, rebel, traitor, robber",N1,1,0,4
搾,サク,しぼ.る,squeeze,N1,1,1,1
畔,ハン ア,,"paddy ridge, levee",N1,2,0,2
遼,リョ,,distant,N1,1,0,1
唄,バイ,うた うた.う,songs with samisen,N1,1,2,1
孔,コウ ア,,"cavity, hole, slit, very, great, exceedingly",N1,2,0,6
橘,キツ タチバ,,mandarin orange,N1,2,0,1
漱,ソウ シュウ ス,くちすす.ぐ くちそそ.ぐ うがい すす.ぐ,"gargle, rinse mouth",N1,3,4,2
呂,ロ リョ セボ,,"spine, backbone",N1,3,0,2
拷,ゴウ,,"torture, beat",N1,1,0,2
嬢,ジョウ,むすめ,"lass, girl, Miss, daughter",N1,1,1,4
苑,エン オン ウ.,その,"garden, farm, park",N1,3,1,3
巽,ソン,たつみ,southeast,N1,1,1,1
杜,ト トウ ズ,もり ふさ.ぐ やまなし,"woods, grove",N1,3,3,2
渓,ケイ,たに たにがわ,"mountain stream, valley",N1,1,2,2
翁,オウ オキ,,venerable old man,N1,2,0,1
廉,レ,,"bargain, reason, charge, suspicion, point, account, purity, honest, low price, cheap, rested, contented, peacef",N1,1,0,13
謹,キン,つつし.む,"discreet, reverently, humbly",N1,1,1,3
瞳,ドウ トウ ヒト,,pupil,N1,3,0,1
湧,ユウ ヨウ ユ ワ.,,"boil, ferment, seethe, uproar, breed",N1,4,0,5
欣,キン ゴン コン ヨロコ.,よろこ.ぶ,"take pleasure in, rejoice",N1,4,1,2
窯,ヨウ,かま,"kiln, oven, furnace",N1,1,1,3
褒,ホウ,ほ.める,"praise, extol",N1,1,1,2
醜,シュウ,みにく.い しこ,"ugly, unclean, shame, bad looking",N1,1,2,4
升,ショウ マ,,"measuring box, 1.8 liter",N1,2,0,2
殉,ジュン,,"martyrdom, follow by resigning",N1,1,0,2
煩,ハン ボン,わずら.う わずら.わす,"anxiety, trouble, worry, pain, ill, annoy, nuisance, irksome",N1,2,2,8
巴,ハ ウズマ,ともえ,comma-design,N1,2,1,1
禎,テイ タダ.シ,さいわ.い,happiness,N1,2,1,1
劾,ガイ,,"censure, criminal investigation",N1,1,0,2
堕,ダ,お.ちる くず.す くず.れる,"degenerate, descend to, lapse into",N1,1,3,3
租,ソ,,"tariff, crop tax, borrowing",N1,1,0,3
稜,リョウ ロウ,いつ かど,"angle, edge, corner, power, majesty",N1,2,2,5
桟,サン セン カケハ,,"scaffold, cleat, frame, jetty, bolt (door)",N1,3,0,5
倭,ワ イ シタガ.,,"Yamato, ancient Japan",N1,3,0,2
婿,セイ,むこ,"bridegroom, son-in-law",N1,1,1,2
慕,ボ,した.う,"pining, yearn for, love dearly, adore",N1,1,1,4
斐,ヒ,,"beautiful, patterned",N1,1,0,2
罷,ヒ,まか.り- や.める,"quit, stop, leave, withdraw, go",N1,1,2,5
矯,キョウ,た.める,"rectify, straighten, correct, reform, cure, control, pretend, falsify",N1,1,1,8
某,ボウ,それがし なにがし,"so-and-so, one, a certain, that person",N1,1,2,4
囚,シュウ,とら.われる,"captured, criminal, arrest, catch",N1,1,1,4
魁,カイ,さきがけ かしら,charging ahead of others,N1,1,2,1
虹,コウ,にじ,rainbow,N1,1,1,1
鴻,コウ,おおとり ひしくい,"large bird, wild goose",N1,1,2,2
泌,ヒツ ヒ,,"ooze, flow, soak in, penetrate, secrete",N1,2,0,5
於,オ ヨ,おい.て お.ける ああ より,"at, in, on, as for",N1,2,4,4
赳,キュ,,strong and brave,N1,1,0,1
漸,ゼン,,"steadily, gradually advancing, finally, barely",N1,1,0,4
蚊,ブン,か,mosquito,N1,1,1,1
葵,キ アオ,,hollyhock,N1,2,0,1
厄,ヤク,,"unlucky, misfortune, bad luck, disaster",N1,1,0,4
藻,ソウ,も,"seaweed, duckweed",N1,1,1,2
禄,ロク フ,さいわ.い,"fief, allowance, pension, grant, happiness",N1,2,1,5
孟,モウ ボウ ミョウ カシ,,"chief, beginning",N1,4,0,2
嫡,チャク テキ,,"legitimate wife, direct descent (non-bastard)",N1,2,0,2
尭,ギョウ タカ.,,"high, far",N1,2,0,2
嚇,カク,おど.かす,"menacing, dignity, majesty, threaten",N1,1,1,4
巳,シ,み,"sign of the snake or serpent, 9-11AM, sixth sign of Chinese zodiac",N1,1,1,3
凸,トツ,でこ,"convex, beetle brow, uneven",N1,1,1,3
暢,チョウ ノビ.,,stretch,N1,2,0,1
韻,イン,,"rhyme, elegance, tone",N1,1,0,3
霜,ソウ,しも,frost,N1,1,1,1
硝,ショウ,,"nitrate, saltpeter",N1,1,0,2
勅,チョク ミコトノ,いまし.める,imperial order,N1,2,1,1
芹,キン セ,,parsley,N1,2,0,1
杏,キョウ アン コウ アン,,apricot,N1,4,0,1
棺,カン,,"coffin, casket",N1,1,0,2
儒,ジュ,,Confucian,N1,1,0,1
鳳,ホウ フ,,male mythical bird,N1,2,0,1
馨,ケイ キョウ カオ,かお.る,"fragrant, balmy, favourable",N1,3,1,3
慧,ケイ エ サト,,wise,N1,3,0,1
愁,シュウ,うれ.える うれ.い,"distress, grieve, lament, be anxious",N1,1,2,4
楼,ロウ,たかどの,"watchtower, lookout, high building",N1,1,1,3
彬,ヒン フン アキ.ラ,うるわ.しい,"refined, gentle",N1,3,1,2
匡,キョウ オウ スク.,,"correct, save, assist",N1,3,0,3
眉,ビ ミ,まゆ,eyebrow,N1,2,1,1
欽,キン コン ツツシ.,,"respect, revere, long for",N1,3,0,3
薪,シン,たきぎ まき,"fuel, firewood, kindling",N1,1,2,3
褐,カツ,,"brown, woollen kimono",N1,1,0,2
賜,シ,たまわ.る たま.う たも.う,"grant, gift, boon, results",N1,1,3,4
嵯,サ シ,,"steep, craggy, rugged",N1,2,0,3
綜,ソウ,おさ.める す.べる,rule,N1,1,2,1
繕,ゼン,つくろ.う,"darning, repair, mend, trim, tidy up, adjust",N1,1,1,6
栓,セン,,"plug, bolt, cork, bung, stopper",N1,1,0,5
翠,スイ ミド,かわせみ,green,N1,2,1,1
鮎,デン ネン ナマ,あゆ,"freshwater trout, smelt",N1,3,1,2
榛,シン ハン ハ,はしばみ,"hazelnut, filbert",N1,3,1,2
凹,オウ,くぼ.む へこ.む ぼこ,"concave, hollow, sunken",N1,1,3,3
艶,エン ナマ.メ,つや なま.めかしい あで.やか つや.めく,"glossy, luster, glaze, polish, charm, colorful, captivating",N1,2,4,7
惣,ソウ ソウジ,いそが.しい,all,N1,2,1,1
蔦,チョウ ツ,,"vine, ivy",N1,2,0,2
錬,レン,ね.る,"tempering, refine, drill, train, polish",N1,1,1,5
隼,シュン ジュン ハヤブ,,falcon,N1,3,0,1
渚,ショ ナギ,,"strand, beach, shore",N1,2,0,3
衷,チュウ,,"inmost, heart, mind, inside",N1,1,0,4
逐,チク,,"pursue, drive away, chase, accomplish, attain, commit",N1,1,0,6
斥,セキ,しりぞ.ける,"reject, retreat, recede, withdraw, repel, repulse",N1,1,1,6
稀,キ ケ,まれ まばら,"rare, phenomenal, dilute (acid)",N1,2,2,3
芙,,,"lotus, Mt Fuji",N1,0,0,2
詔,ショウ ミコトノ,,imperial edict,N1,2,0,1
皐,コウ サツ,,"swamp, shore",N1,2,0,2
雛,スウ ス ジュ,ひな ひよこ,"chick, squab, duckling, doll",N1,3,2,4
惟,イ ユイ オモ.ウ,おも.んみる これ,"consider, reflect, think",N1,3,2,3
佑,ユウ ウ タス.ケ,,"help, assist",N1,3,0,2
耀,ヨウ ヒカ,かがや.く,"shine, sparkle, gleam, twinkle",N1,2,1,4
黛,タイ,まゆずみ,blackened eyebrows,N1,1,1,1
渥,アク ウルオ.,あつ.い,kindness,N1,2,1,1
憧,ショウ トウ ドウ,あこが.れる,"yearn after, long for, aspire to, admire, adore",N1,3,1,5
宵,ショウ,よい,"wee hours, evening, early night",N1,1,1,3
妄,モウ ボウ,みだ.りに,"delusion, unnecessarily, without authority, reckless",N1,2,1,4
惇,シュン ジュン トン アツ.,,"sincere, kind, considerate",N1,4,0,3
脩,シュウ ホジ,おさ.める なが.い,dried meat,N1,2,2,1
甫,ホ フ ハジ.メ,,"for the first time, not until",N1,3,0,2
酌,シャク,く.む,"bar-tending, serving sake, the host, draw (water), ladle, scoop, pump",N1,1,1,7
蚕,サン テン,かいこ こ,silkworm,N1,2,2,1
嬉,キ タノ.シ,うれ.しい,"glad, pleased, rejoice",N1,2,1,3
蒼,ソウ,あお.い,"blue, pale",N1,1,1,2
暉,キ カガ.ヤ,,"shine, light",N1,2,0,2
頒,ハン,わか.つ,"distribute, disseminate, partition, understand",N1,1,1,4
只,シ,ただ,"only, free, in addition",N1,1,1,3
肢,シ,,"limb, arms & legs",N1,1,0,2
檀,ダン タン,まゆみ,"cedar, sandlewood, spindle tree",N1,2,1,3
凱,ガイ カイ,かちどき やわらぐ,victory song,N1,2,2,1
彗,スイ エ ケイ セイ ホウ,,comet,N1,5,0,1
謄,トウ,,"mimeograph, copy",N1,1,0,2
梓,シ,あずさ,catalpa tree,N1,1,1,1
丑,チュウ ウ,,"sign of the ox or cow, 1-3AM, second sign of Chinese zodiac",N1,2,0,3
嗣,,,"heir, succeed",N1,0,0,2
叶,キョウ カナ.,かな.える,"grant, answer",N1,2,1,2
汐,セキ セ,しお うしお,"eventide, tide, salt water, opportunity",N1,2,2,4
絢,ケ,,kimono design,N1,1,0,1
朔,サク ツイタ,,"conjunction (astronomy), first day of month",N1,2,0,2
伽,カ ガ キャ ギャ,とぎ,"nursing, attending, entertainer",N1,4,1,3
畝,ボウ ホ モ ム,せ うね,"furrow, 30 tsubo, ridge, rib",N1,4,2,4
抄,ショ,,"extract, selection, summary, copy, spread thin",N1,1,0,5
爽,ソウ,あき.らか さわ.やか たがう,"refreshing, bracing, resonant, sweet, clear",N1,1,3,5
黎,レイ リ クロ.,,"dark, black, many",N1,3,0,3
惰,ダ,,"lazy, laziness",N1,1,0,2
蛮,バン,えびす,barbarian,N1,1,1,1
冴,ゴ コ ヒ.エ,さ.える こお.る,"be clear, serene, cold, skilful",N1,3,2,4
旺,オウ キョウ ゴウ,かがや.き うつくし.い さかん,"flourishing, successful, beautiful, vigorous",N1,3,3,4
萌,ホウ キザ.,も.える きざ.す めばえ,"show symptoms of, sprout, bud, malt",N1,2,3,4
偲,サイ シ,しの.ぶ,"recollect, remember",N1,2,1,2
壱,イチ イツ ヒト,,"I, one",N1,3,0,2
瑠,ル リュ,,lapis lazuli,N1,2,0,1
允,イン ユル,じょう まこと.に,"license, sincerity, permit",N1,2,2,3
侯,コウ,,"marquis, lord, daimyo",N1,1,0,3
蒔,シ ジ マ,う.える,sow (seeds),N1,3,1,1
鯉,リ,こい,carp,N1,1,1,1
弧,コ,,"arc, arch, bow",N1,1,0,3
遥,ヨウ,はる.か,"far off, distant, long ago",N1,1,1,3
舜,シュ,,"type of morning glory, rose of Sharon, althea",N1,1,0,3
瑛,エ,,"sparkle of jewelry, crystal",N1,1,0,2
附,フ ツ.,つ.ける,"affixed, attach, refer to, append",N1,2,1,4
彪,ヒョウ ヒュウ ア,,"spotted, mottled, patterned, small tiger",N1,3,0,4
卯,ボウ モウ,,"sign of the hare or rabbit, 5-7AM, fourth sign of Chinese zodiac, east",N1,2,0,4
但,タン タダ.,,"however, but",N1,2,0,2
綺,キ,あや,"figured cloth, beautiful",N1,1,1,2
芋,ウ,いも,potato,N1,1,1,1
茜,セン,あかね,"madder, red dye, Turkey red",N1,1,1,3
凌,リョウ,しの.ぐ,"endure, keep (rain)out, stave off, tide over, defy, slight, surpass",N1,1,1,7
皓,コウ ヒカ.,しろ.い,"white, clear",N1,2,1,2
洸,コ,,sparkling water,N1,1,0,1
毬,キュウ,いが まり,"burr, ball",N1,1,2,2
婆,バ,ばば ばあ,"old woman, grandma, wet nurse",N1,1,2,3
緋,ヒ,あけ あか,"scarlet, cardinal",N1,1,2,2
鯛,チョウ,たい,"sea bream, red snapper",N1,1,1,2
怜,レイ レン リョウ サト.,あわ.れむ,wise,N1,4,1,1
邑,ユウ ム,うれ.える くに,"village, rural community, right village radical (no. 163)",N1,2,2,3
倣,ホウ,なら.う,"emulate, imitate",N1,1,1,2
碧,ヘキ ヒャ,,"blue, green",N1,2,0,2
啄,タク ツク トク ツツ.,ついば.む,"peck, pick up",N1,4,1,2
穣,ジョウ ユタ,わら,"good crops, prosperity, 10**28",N1,2,1,3
酉,ユウ ト,,"west, bird, sign of the bird, 5-7PM, tenth sign of Chinese zodiac, sake radical (no. 164)",N1,2,0,6
悌,テイ ダ,,serving our elders,N1,2,0,1
倹,ケン,つま.しい つづまやか,"frugal, economy, thrifty",N1,1,2,3
柚,ユ ユウ ジク,ゆず,citron,N1,3,1,1
繭,ケン,まゆ きぬ,cocoon,N1,1,2,1
亦,エキ ヤク,また,"also, again",N1,2,1,2
詢,ジュン シュン,はか.る まこと,consult with,N1,2,2,1
采,サイ,と.る いろどり,"dice, form, appearance, take, coloring",N1,1,2,5
紗,サ シャ ウスギ,,"gauze, gossamer",N1,3,0,2
賦,フ,,"levy, ode, prose, poem, tribute, installment",N1,1,0,6
眸,ボウ ム,ひとみ,pupil of the eye,N1,2,1,1
玖,キュウ,,"beautiful black jewel, nine",N1,1,0,2
弐,ニ ジ,ふた.つ そえ,"II, two, second",N1,2,2,3
錘,スイ,つむ おもり,"weight, plumb bob, sinker",N1,1,2,3
諄,シュン,ひちくど.い くど.い くどくど ねんご.ろ,tedious,N1,1,4,1
倖,コウ,しあわ.せ さいわ.い,"happiness, luck",N1,1,2,2
痘,トウ,,"pox, smallpox",N1,1,0,2
笙,ショウ ソウ,ふえ,a reed instrument,N1,2,1,1
侃,カン ツヨ.,,"strong, just, righteous, peace-loving",N1,2,0,4
裟,サ シャ,,Buddhist surplice,N1,2,0,1
洵,ジュン シュン,の.ぶ まこと.に,"alike, truth",N1,2,2,2
爾,ジ ニ ノ,なんじ しかり その,"you, thou, second person",N1,3,3,3
耗,モウ コウ カウ,,decrease,N1,3,0,1
昴,コウ ボウ,すばる,the Pleiades,N1,2,1,1
銑,セン,,pig iron,N1,1,0,1
莞,カン,い,reed used to cover tatami,N1,1,1,1
伶,レイ リョウ ワザオ,,actor,N1,3,0,1
碩,セキ,おお.きい,"large, great, eminent",N1,1,1,3
宥,ユウ,なだ.める ゆる.す,"soothe, calm, pacify",N1,1,2,3
滉,コウ,ひろ.い,deep and broad,N1,1,1,1
晏,アン,おそ.い,"late, quiet, sets (sun)",N1,1,1,3
伎,ギ キ,わざ わざおぎ,"deed, skill",N1,2,2,2
朕,チン,,"majestic plural, imperial we",N1,1,0,2
迪,テキ イタ.,みち みち.びく すす.む,"edify, way, path",N1,2,3,3
綸,リン カン,いと,"thread, silk cloth",N1,2,1,2
且,ショ ソ ショウ カ.,,"moreover, also, furthermore",N1,4,0,3
竣,ドウ シュン,わらわ わらべ おわ.る,"end, finish",N1,2,3,2
晨,シン,あした とき あさ,"morning, early",N1,1,3,2
吏,,,"officer, an official",N1,0,0,2
燦,サン,さん.たる あき.らか きらめ.く きら.めく,brilliant,N1,1,4,1
麿,マ,,"I, you, (kokuji)",N1,1,0,3
頌,ショウ ジュ ヨウ ホメ.,かたち たた.える,eulogy,N1,4,2,1
箇,カ コ,,counters for things,N1,2,0,1
楓,フウ,かえで,maple,N1,1,1,1
琳,リン,,"jewel, tinkling of jewelry",N1,1,0,2
梧,ゴ,あおぎり,"Chinese parasol tree, phoenix tree",N1,1,1,2
哉,サイ,かな,"how, what, alas, (question mark)",N1,1,1,4
澪,レイ,みお,"water route, shipping channel",N1,1,1,2
匁,,もんめ め ひゃくめ,"monme, 3.75 grams, (kokuji)",N1,0,3,3
晟,セイ ジョウ,あきらか,clear,N1,2,1,1
衿,キン コン,えり,"neck, collar, lapel",N1,2,1,3
凪,,なぎ な.ぐ,"lull, calm, (kokuji)",N1,0,2,3
梢,ショウ,こずえ くすのき,"treetops, twig",N1,1,2,2
丙,ヘイ,ひのえ,"third class, 3rd, 3rd calendar sign",N1,1,1,3
颯,サツ ソウ,さっ.と,"suddenly, smoothly",N1,2,1,2
茄,カ,,eggplant,N1,1,0,1
勺,シャク,,"ladle, one tenth of a go, dip",N1,1,0,3
恕,ジョ ショ,ゆる.す,"excuse, tolerate, forgive",N1,2,1,3
蕗,ロ ル,ふき,"butterbur, bog rhubarb",N1,2,1,2
瑚,コ ゴ,,ancestral offering receptacle,N1,2,0,1
遵,ジュン,,"abide by, follow, obey, learn",N1,1,0,4
瞭,リョウ,あきらか,clear,N1,1,1,1
燎,リョウ,かがりび,"burn, bonfire",N1,1,1,2
虞,グ,おそれ,"uneasiness, fear, anxiety, concern",N1,1,1,4
柊,シュ シュウ,ひいらぎ,holly,N1,2,1,1
侑,ユウ ウ タス.ケ,すす.める,urge to eat,N1,3,1,1
